incident_id,token_count,chunk_count
RCA-00391,47,1
RCA-00392,57,1
RCA-00393,45,1
RCA-00394,46,1
RCA-00395,46,1
RCA-00396,58,1
RCA-00397,46,1
RCA-00398,45,1
RCA-00399,45,1
RCA-00400,46,1
RCA-00401,41,1
RCA-00402,45,1
RCA-00403,46,1
RCA-00404,44,1
RCA-00405,45,1
RCA-00406,44,1
RCA-00407,45,1
RCA-00408,48,1
RCA-00409,47,1
RCA-00410,42,1
RCA-00411,46,1
RCA-00412,44,1
RCA-00413,43,1
RCA-00414,41,1
RCA-00415,43,1
RCA-00416,45,1
RCA-00417,44,1
RCA-00418,44,1
RCA-00419,44,1
RCA-00420,48,1
RCA-00421,44,1
RCA-00422,47,1
RCA-00423,45,1
RCA-00424,44,1
RCA-00425,45,1
RCA-00426,41,1
RCA-00427,45,1
RCA-00428,41,1
RCA-00429,45,1
RCA-00430,45,1
RCA-00431,44,1
RCA-00432,45,1
RCA-00433,45,1
RCA-00434,46,1
RCA-00435,46,1
RCA-00436,45,1
RCA-00437,45,1
RCA-00438,47,1
RCA-00439,46,1
RCA-00440,46,1
RCA-00441,45,1
RCA-00442,43,1
RCA-00443,50,1
RCA-00444,48,1
RCA-00445,45,1
RCA-00446,49,1
RCA-00447,42,1
RCA-00448,57,1
RCA-00449,56,1
RCA-00450,45,1
RCA-00451,45,1
RCA-00452,41,1
RCA-00453,46,1
RCA-00454,56,1
RCA-00455,46,1
RCA-00456,48,1
RCA-00457,53,1
RCA-00458,42,1
RCA-00459,45,1
RCA-00460,44,1
RCA-00461,42,1
RCA-00462,48,1
RCA-00463,48,1
RCA-00464,47,1
RCA-00465,42,1
RCA-00466,46,1
RCA-00467,46,1
RCA-00468,55,1
RCA-00469,48,1
RCA-00470,44,1
RCA-00471,43,1
RCA-00472,45,1
RCA-00473,45,1
RCA-00474,46,1
RCA-00475,43,1
RCA-00476,45,1
RCA-00477,49,1
RCA-00478,44,1
RCA-00479,42,1
RCA-00480,41,1
RCA-00481,46,1
RCA-00482,45,1
RCA-00483,50,1
RCA-00484,46,1
RCA-00485,48,1
RCA-00486,43,1
RCA-00487,44,1
RCA-00488,45,1
RCA-00489,45,1
RCA-00490,43,1
RCA-00491,45,1
RCA-00492,42,1
RCA-00493,44,1
RCA-00494,42,1
RCA-00495,46,1
RCA-00496,45,1
RCA-00497,49,1
RCA-00498,45,1
RCA-00499,47,1
RCA-00500,43,1
RCA-00501,45,1
RCA-00502,58,1
RCA-00503,46,1
RCA-00504,50,1
RCA-00505,43,1
RCA-00506,44,1
RCA-00507,42,1
RCA-00508,48,1
RCA-00509,46,1
RCA-00510,43,1
RCA-00511,43,1
RCA-00512,46,1
RCA-00513,42,1
RCA-00514,45,1
RCA-00515,45,1
RCA-00516,45,1
RCA-00517,47,1
RCA-00518,45,1
RCA-00519,45,1
RCA-00520,45,1
RCA-00521,47,1
RCA-00522,45,1
RCA-00523,56,1
RCA-00524,44,1
RCA-00525,42,1
RCA-00526,59,1
RCA-00527,45,1
RCA-00528,48,1
RCA-00529,45,1
RCA-00530,44,1
RCA-00531,44,1
RCA-00532,46,1
RCA-00533,48,1
RCA-00534,46,1
RCA-00535,44,1
RCA-00536,41,1
RCA-00537,44,1
RCA-00538,45,1
RCA-00539,46,1
RCA-00540,45,1
RCA-00541,46,1
RCA-00542,44,1
RCA-00543,44,1
RCA-00544,51,1
RCA-00545,47,1
RCA-00546,44,1
RCA-00547,45,1
RCA-00548,46,1
RCA-00549,50,1
RCA-00550,41,1
RCA-00551,43,1
RCA-00552,46,1
RCA-00553,46,1
RCA-00554,46,1
RCA-00555,45,1
RCA-00556,44,1
RCA-00557,44,1
RCA-00558,44,1
RCA-00559,55,1
RCA-00560,46,1
RCA-00561,44,1
RCA-00562,54,1
RCA-00563,42,1
RCA-00564,44,1
RCA-00565,43,1
RCA-00566,43,1
RCA-00567,60,1
RCA-00568,44,1
RCA-00569,44,1
RCA-00570,48,1
RCA-00571,48,1
RCA-00572,43,1
RCA-00573,45,1
RCA-00574,47,1
RCA-00575,46,1
RCA-00576,44,1
RCA-00577,42,1
RCA-00578,45,1
RCA-00579,44,1
RCA-00580,46,1
RCA-00581,44,1
RCA-00582,41,1
RCA-00583,44,1
RCA-00584,57,1
RCA-00585,45,1
RCA-00586,43,1
RCA-00587,42,1
RCA-00588,46,1
RCA-00589,44,1
RCA-00590,43,1
RCA-00591,48,1
RCA-00592,45,1
RCA-00593,45,1
RCA-00594,43,1
RCA-00595,45,1
RCA-00596,47,1
RCA-00597,45,1
RCA-00598,43,1
RCA-00599,44,1
RCA-00600,45,1
RCA-00601,46,1
RCA-00602,48,1
RCA-00603,43,1
RCA-00604,45,1
RCA-00605,47,1
RCA-00606,46,1
RCA-00607,45,1
RCA-00608,45,1
RCA-00609,44,1
RCA-00610,47,1
RCA-00611,41,1
RCA-00612,43,1
RCA-00613,57,1
RCA-00614,47,1
RCA-00615,44,1
RCA-00616,44,1
RCA-00617,46,1
RCA-00618,45,1
RCA-00619,46,1
RCA-00620,41,1
RCA-00621,57,1
RCA-00622,46,1
RCA-00623,45,1
RCA-00624,48,1
RCA-00625,45,1
RCA-00626,46,1
RCA-00627,41,1
RCA-00628,46,1
RCA-00629,44,1
RCA-00630,48,1
RCA-00631,57,1
RCA-00632,46,1
RCA-00633,49,1
RCA-00634,47,1
RCA-00635,42,1
RCA-00636,45,1
RCA-00637,44,1
RCA-00638,47,1
RCA-00639,43,1
RCA-00640,43,1
RCA-00641,47,1
RCA-00642,45,1
RCA-00643,45,1
RCA-00644,45,1
RCA-00645,43,1
RCA-00646,45,1
RCA-00647,45,1
RCA-00648,43,1
RCA-00649,45,1
RCA-00650,47,1
RCA-00651,44,1
RCA-00652,45,1
RCA-00653,45,1
RCA-00654,42,1
RCA-00655,47,1
RCA-00656,46,1
RCA-00657,45,1
RCA-00658,45,1
RCA-00659,44,1
RCA-00660,63,1
RCA-00661,46,1
RCA-00662,41,1
RCA-00663,48,1
RCA-00664,43,1
RCA-00665,45,1
RCA-00666,47,1
RCA-00667,46,1
RCA-00668,47,1
RCA-00669,45,1
RCA-00670,45,1
RCA-00671,45,1
RCA-00672,43,1
RCA-00673,44,1
RCA-00674,45,1
RCA-00675,45,1
RCA-00676,44,1
RCA-00677,47,1
RCA-00678,44,1
RCA-00679,43,1
RCA-00680,44,1
RCA-00681,45,1
RCA-00682,45,1
RCA-00683,47,1
RCA-00684,59,1
RCA-00685,43,1
RCA-00686,56,1
RCA-00687,50,1
RCA-00688,46,1
RCA-00689,45,1
RCA-00690,44,1
RCA-00691,48,1
RCA-00692,48,1
RCA-00693,44,1
RCA-00694,43,1
RCA-00695,42,1
RCA-00696,43,1
RCA-00697,46,1
RCA-00698,44,1
RCA-00699,44,1
RCA-00700,56,1
RCA-00701,46,1
RCA-00702,61,1
RCA-00703,46,1
RCA-00704,46,1
RCA-00705,45,1
RCA-00706,44,1
RCA-00707,48,1
RCA-00708,42,1
RCA-00709,45,1
RCA-00710,47,1
RCA-00711,45,1
RCA-00712,46,1
RCA-00713,45,1
RCA-00714,50,1
RCA-00715,48,1
RCA-00716,53,1
RCA-00717,43,1
RCA-00718,45,1
RCA-00719,45,1
RCA-00720,46,1
RCA-00721,44,1
RCA-00722,56,1
RCA-00723,42,1
RCA-00724,46,1
RCA-00725,45,1
RCA-00726,45,1
RCA-00727,44,1
RCA-00728,48,1
RCA-00729,55,1
RCA-00730,45,1
RCA-00731,47,1
RCA-00732,44,1
RCA-00733,45,1
RCA-00734,46,1
RCA-00735,45,1
RCA-00736,61,1
RCA-00737,44,1
RCA-00738,45,1
RCA-00739,45,1
RCA-00740,48,1
RCA-00741,43,1
RCA-00742,43,1
RCA-00743,41,1
RCA-00744,42,1
RCA-00745,45,1
RCA-00746,45,1
RCA-00747,46,1
RCA-00748,44,1
RCA-00749,44,1
RCA-00750,47,1
RCA-00751,45,1
RCA-00752,45,1
RCA-00753,46,1
RCA-00754,44,1
RCA-00755,48,1
RCA-00756,45,1
RCA-00757,42,1
RCA-00758,42,1
RCA-00759,45,1
RCA-00760,43,1
RCA-00761,41,1
RCA-00762,46,1
RCA-00763,44,1
RCA-00764,41,1
RCA-00765,57,1
RCA-00766,43,1
RCA-00767,45,1
RCA-00768,42,1
RCA-00769,50,1
RCA-00770,42,1
RCA-00771,44,1
RCA-00772,44,1
RCA-00773,53,1
RCA-00774,48,1
RCA-00775,47,1
RCA-00776,52,1
RCA-00777,46,1
RCA-00778,45,1
RCA-00779,41,1
RCA-00780,60,1
RCA-00781,44,1
RCA-00782,45,1
RCA-00783,44,1
RCA-00784,45,1
RCA-00785,49,1
RCA-00786,45,1
RCA-00787,53,1
RCA-00788,43,1
RCA-00789,45,1
RCA-00790,45,1
RCA-00791,46,1
RCA-00792,47,1
RCA-00793,46,1
RCA-00794,46,1
RCA-00795,46,1
RCA-00796,54,1
RCA-00797,46,1
RCA-00798,42,1
RCA-00799,44,1
RCA-00800,46,1
RCA-00801,45,1
RCA-00802,44,1
RCA-00803,44,1
RCA-00804,43,1
RCA-00805,43,1
RCA-00806,44,1
RCA-00807,44,1
RCA-00808,44,1
RCA-00809,47,1
RCA-00810,46,1
RCA-00811,44,1
RCA-00812,53,1
RCA-00813,46,1
RCA-00814,45,1
RCA-00815,48,1
RCA-00816,48,1
RCA-00817,45,1
RCA-00818,43,1
RCA-00819,46,1
RCA-00820,48,1
RCA-00821,44,1
RCA-00822,43,1
RCA-00823,45,1
RCA-00824,46,1
RCA-00825,44,1
RCA-00826,44,1
RCA-00827,46,1
RCA-00828,47,1
RCA-00829,46,1
RCA-00830,45,1
RCA-00831,44,1
RCA-00832,47,1
RCA-00833,47,1
RCA-00834,46,1
RCA-00835,42,1
RCA-00836,47,1
RCA-00837,43,1
RCA-00838,49,1
RCA-00839,45,1
RCA-00840,45,1
RCA-00841,48,1
RCA-00842,55,1
RCA-00843,46,1
RCA-00844,44,1
RCA-00845,46,1
RCA-00846,45,1
RCA-00847,46,1
RCA-00848,45,1
RCA-00849,41,1
RCA-00850,45,1
RCA-00851,42,1
RCA-00852,48,1
RCA-00853,47,1
RCA-00854,46,1
RCA-00855,62,1
RCA-00856,45,1
RCA-00857,48,1
RCA-00858,56,1
RCA-00859,43,1
RCA-00860,55,1
RCA-00861,46,1
RCA-00862,42,1
RCA-00863,45,1
RCA-00864,41,1
RCA-00865,45,1
RCA-00866,58,1
RCA-00867,46,1
RCA-00868,42,1
RCA-00869,57,1
RCA-00870,44,1
RCA-00871,46,1
RCA-00872,46,1
RCA-00873,42,1
RCA-00874,45,1
RCA-00875,46,1
RCA-00876,44,1
RCA-00877,47,1
RCA-00878,48,1
RCA-00879,44,1
RCA-00880,45,1
RCA-00881,46,1
RCA-00882,46,1
RCA-00883,46,1
RCA-00884,42,1
RCA-00885,56,1
RCA-00886,44,1
RCA-00887,48,1
RCA-00888,48,1
RCA-00889,45,1
RCA-00890,46,1
RCA-00891,47,1
RCA-00892,44,1
RCA-00893,46,1
RCA-00894,49,1
RCA-00895,47,1
RCA-00896,54,1
RCA-00897,43,1
RCA-00898,45,1
RCA-00899,47,1
RCA-00900,48,1
RCA-00901,46,1
RCA-00902,43,1
RCA-00903,45,1
RCA-00904,45,1
RCA-00905,55,1
RCA-00906,43,1
RCA-00907,45,1
RCA-00908,45,1
RCA-00909,43,1
RCA-00910,46,1
RCA-00911,46,1
RCA-00912,45,1
RCA-00913,45,1
RCA-00914,44,1
RCA-00915,46,1
RCA-00916,47,1
RCA-00917,46,1
RCA-00918,61,1
RCA-00919,43,1
RCA-00920,46,1
RCA-00921,47,1
RCA-00922,47,1
RCA-00923,44,1
RCA-00924,42,1
RCA-00925,45,1
RCA-00926,46,1
RCA-00927,46,1
RCA-00928,45,1
RCA-00929,45,1
RCA-00930,45,1
RCA-00931,44,1
RCA-00932,43,1
RCA-00933,43,1
RCA-00934,47,1
RCA-00935,43,1
RCA-00936,46,1
RCA-00937,43,1
RCA-00938,44,1
RCA-00939,45,1
RCA-00940,46,1
RCA-00941,46,1
RCA-00942,41,1
RCA-00943,43,1
RCA-00944,46,1
RCA-00945,46,1
RCA-00946,46,1
RCA-00947,46,1
RCA-00948,46,1
RCA-00949,42,1
RCA-00950,44,1
RCA-00951,44,1
RCA-00952,56,1
RCA-00953,46,1
RCA-00954,46,1
RCA-00955,44,1
RCA-00956,42,1
RCA-00957,45,1
RCA-00958,45,1
RCA-00959,46,1
RCA-00960,46,1
RCA-00961,43,1
RCA-00962,41,1
RCA-00963,45,1
RCA-00964,45,1
RCA-00965,44,1
RCA-00966,45,1
RCA-00967,45,1
RCA-00968,44,1
RCA-00969,46,1
RCA-00970,44,1
RCA-00971,42,1
RCA-00972,47,1
RCA-00973,46,1
RCA-00974,41,1
RCA-00975,45,1
RCA-00976,56,1
RCA-00977,46,1
RCA-00978,45,1
RCA-00979,45,1
RCA-00980,47,1
RCA-00981,48,1
RCA-00982,43,1
RCA-00983,47,1
RCA-00984,46,1
RCA-00985,44,1
RCA-00986,44,1
RCA-00987,42,1
RCA-00988,44,1
RCA-00989,45,1
RCA-00990,45,1
RCA-00991,46,1
RCA-00992,46,1
RCA-00993,43,1
RCA-00994,44,1
RCA-00995,46,1
RCA-00996,44,1
RCA-00997,48,1
RCA-00998,44,1
RCA-00999,44,1
RCA-01000,59,1
RCA-01001,46,1
RCA-01002,46,1
RCA-01003,43,1
RCA-01004,44,1
RCA-01005,44,1
RCA-01006,46,1
RCA-01007,45,1
RCA-01008,44,1
RCA-01009,49,1
RCA-01010,45,1
RCA-01011,44,1
RCA-01012,46,1
RCA-01013,45,1
RCA-01014,44,1
RCA-01015,45,1
RCA-01016,47,1
RCA-01017,46,1
RCA-01018,44,1
RCA-01019,45,1
RCA-01020,47,1
RCA-01021,46,1
RCA-01022,44,1
RCA-01023,41,1
RCA-01024,48,1
RCA-01025,45,1
RCA-01026,45,1
RCA-01027,44,1
RCA-01028,48,1
RCA-01029,46,1
RCA-01030,44,1
RCA-01031,44,1
RCA-01032,43,1
RCA-01033,42,1
RCA-01034,42,1
RCA-01035,44,1
RCA-01036,46,1
RCA-01037,46,1
RCA-01038,46,1
RCA-01039,45,1
RCA-01040,44,1
RCA-01041,48,1
RCA-01042,43,1
RCA-01043,41,1
RCA-01044,55,1
RCA-01045,41,1
RCA-01046,49,1
RCA-01047,45,1
RCA-01048,43,1
RCA-01049,46,1
RCA-01050,46,1
RCA-01051,43,1
RCA-01052,45,1
RCA-01053,48,1
RCA-01054,42,1
RCA-01055,45,1
RCA-01056,45,1
RCA-01057,46,1
RCA-01058,46,1
RCA-01059,42,1
RCA-01060,55,1
RCA-01061,41,1
RCA-01062,45,1
RCA-01063,45,1
RCA-01064,46,1
RCA-01065,57,1
RCA-01066,43,1
RCA-01067,48,1
RCA-01068,54,1
RCA-01069,45,1
RCA-01070,46,1
RCA-01071,49,1
RCA-01072,45,1
RCA-01073,45,1
RCA-01074,50,1
RCA-01075,45,1
RCA-01076,50,1
RCA-01077,43,1
RCA-01078,46,1
RCA-01079,45,1
RCA-01080,46,1
RCA-01081,45,1
RCA-01082,41,1
RCA-01083,46,1
RCA-01084,56,1
RCA-01085,46,1
RCA-01086,45,1
RCA-01087,42,1
RCA-01088,59,1
RCA-01089,47,1
RCA-01090,41,1
RCA-01091,44,1
RCA-01092,42,1
RCA-01093,45,1
RCA-01094,60,1
RCA-01095,45,1
RCA-01096,44,1
RCA-01097,45,1
RCA-01098,46,1
RCA-01099,46,1
RCA-01100,44,1
RCA-01101,46,1
RCA-01102,44,1
RCA-01103,46,1
RCA-01104,47,1
RCA-01105,44,1
RCA-01106,43,1
RCA-01107,43,1
RCA-01108,48,1
RCA-01109,45,1
RCA-01110,45,1
RCA-01111,55,1
RCA-01112,43,1
RCA-01113,45,1
RCA-01114,45,1
RCA-01115,41,1
RCA-01116,42,1
RCA-01117,46,1
RCA-01118,55,1
RCA-01119,47,1
RCA-01120,43,1
RCA-01121,44,1
RCA-01122,46,1
RCA-01123,42,1
RCA-01124,45,1
RCA-01125,46,1
RCA-01126,47,1
RCA-01127,49,1
RCA-01128,45,1
RCA-01129,45,1
RCA-01130,57,1
RCA-01131,45,1
RCA-01132,44,1
RCA-01133,43,1
RCA-01134,57,1
RCA-01135,45,1
RCA-01136,49,1
RCA-01137,44,1
RCA-01138,47,1
RCA-01139,42,1
RCA-01140,44,1
RCA-01141,43,1
RCA-01142,47,1
RCA-01143,46,1
RCA-01144,42,1
RCA-01145,41,1
RCA-01146,50,1
RCA-01147,55,1
RCA-01148,47,1
RCA-01149,56,1
RCA-01150,45,1
RCA-01151,42,1
RCA-01152,45,1
RCA-01153,57,1
RCA-01154,45,1
RCA-01155,48,1
RCA-01156,44,1
RCA-01157,55,1
RCA-01158,45,1
RCA-01159,44,1
RCA-01160,43,1
RCA-01161,42,1
RCA-01162,44,1
RCA-01163,49,1
RCA-01164,49,1
RCA-01165,42,1
RCA-01166,43,1
RCA-01167,44,1
RCA-01168,44,1
RCA-01169,46,1
RCA-01170,44,1
RCA-01171,45,1
RCA-01172,45,1
RCA-01173,44,1
RCA-01174,46,1
RCA-01175,46,1
RCA-01176,45,1
RCA-01177,46,1
RCA-01178,43,1
RCA-01179,44,1
RCA-01180,48,1
RCA-01181,42,1
RCA-01182,47,1
RCA-01183,46,1
RCA-01184,46,1
RCA-01185,44,1
RCA-01186,47,1
RCA-01187,41,1
RCA-01188,44,1
RCA-01189,43,1
RCA-01190,47,1
RCA-01191,50,1
RCA-01192,42,1
RCA-01193,45,1
RCA-01194,53,1
RCA-01195,56,1
RCA-01196,56,1
RCA-01197,46,1
RCA-01198,46,1
RCA-01199,44,1
RCA-01200,44,1
RCA-01201,47,1
RCA-01202,47,1
RCA-01203,49,1
RCA-01204,43,1
RCA-01205,49,1
RCA-01206,44,1
RCA-01207,46,1
RCA-01208,46,1
RCA-01209,41,1
RCA-01210,43,1
RCA-01211,48,1
RCA-01212,46,1
RCA-01213,43,1
RCA-01214,45,1
RCA-01215,46,1
RCA-01216,45,1
RCA-01217,54,1
RCA-01218,46,1
RCA-01219,46,1
RCA-01220,46,1
RCA-01221,44,1
RCA-01222,44,1
RCA-01223,45,1
RCA-01224,47,1
RCA-01225,46,1
RCA-01226,44,1
RCA-01227,44,1
RCA-01228,46,1
RCA-01229,43,1
RCA-01230,44,1
RCA-01231,45,1
RCA-01232,48,1
RCA-01233,43,1
RCA-01234,47,1
RCA-01235,44,1
RCA-01236,44,1
RCA-01237,44,1
RCA-01238,41,1
RCA-01239,45,1
RCA-01240,46,1
RCA-01241,42,1
RCA-01242,45,1
RCA-01243,47,1
RCA-01244,44,1
RCA-01245,44,1
RCA-01246,43,1
RCA-01247,46,1
RCA-01248,56,1
RCA-01249,45,1
RCA-01250,44,1
RCA-01251,47,1
RCA-01252,46,1
RCA-01253,46,1
RCA-01254,46,1
RCA-01255,46,1
RCA-01256,44,1
RCA-01257,44,1
RCA-01258,48,1
RCA-01259,45,1
RCA-01260,49,1
RCA-01261,47,1
RCA-01262,42,1
RCA-01263,53,1
RCA-01264,44,1
RCA-01265,46,1
RCA-01266,45,1
RCA-01267,45,1
RCA-01268,56,1
RCA-01269,56,1
RCA-01270,44,1
