incident_id,token_count,chunk_count,was_chunked
RCA-00156,155,1,False
RCA-00157,171,1,False
RCA-00158,159,1,False
RCA-00159,176,1,False
RCA-00160,161,1,False
RCA-00161,158,1,False
RCA-00162,130,1,False
RCA-00163,150,1,False
RCA-00164,172,1,False
RCA-00165,154,1,False
RCA-00166,131,1,False
RCA-00167,163,1,False
RCA-00168,161,1,False
RCA-00169,167,1,False
RCA-00170,148,1,False
RCA-00171,153,1,False
RCA-00172,167,1,False
RCA-00173,129,1,False
RCA-00174,132,1,False
RCA-00175,152,1,False
RCA-00176,155,1,False
RCA-00177,165,1,False
RCA-00178,131,1,False
RCA-00179,165,1,False
RCA-00180,165,1,False
RCA-00181,155,1,False
RCA-00182,128,1,False
RCA-00183,157,1,False
RCA-00184,153,1,False
RCA-00185,160,1,False
RCA-00186,157,1,False
RCA-00187,160,1,False
RCA-00188,124,1,False
RCA-00189,182,1,False
RCA-00190,156,1,False
RCA-00191,162,1,False
RCA-00192,168,1,False
RCA-00193,163,1,False
RCA-00194,159,1,False
RCA-00195,158,1,False
RCA-00196,159,1,False
RCA-00197,131,1,False
RCA-00198,150,1,False
RCA-00199,153,1,False
RCA-00200,130,1,False
RCA-00201,154,1,False
RCA-00202,125,1,False
RCA-00203,161,1,False
RCA-00204,154,1,False
RCA-00205,154,1,False
RCA-00206,152,1,False
RCA-00207,168,1,False
RCA-00208,170,1,False
RCA-00209,156,1,False
RCA-00210,131,1,False
RCA-00211,173,1,False
RCA-00212,154,1,False
RCA-00213,128,1,False
RCA-00214,156,1,False
RCA-00215,161,1,False
RCA-00216,165,1,False
RCA-00217,156,1,False
RCA-00218,163,1,False
RCA-00219,160,1,False
RCA-00220,131,1,False
RCA-00221,123,1,False
RCA-00222,139,1,False
RCA-00223,162,1,False
RCA-00224,183,1,False
RCA-00225,156,1,False
RCA-00226,167,1,False
RCA-00227,128,1,False
RCA-00228,127,1,False
RCA-00229,157,1,False
RCA-00230,163,1,False
RCA-00231,160,1,False
RCA-00232,132,1,False
RCA-00233,157,1,False
RCA-00234,162,1,False
RCA-00235,152,1,False
RCA-00236,161,1,False
RCA-00237,175,1,False
RCA-00238,132,1,False
RCA-00239,131,1,False
RCA-00240,161,1,False
RCA-00241,127,1,False
RCA-00242,168,1,False
RCA-00243,157,1,False
RCA-00244,131,1,False
RCA-00245,130,1,False
RCA-00246,180,1,False
RCA-00247,155,1,False
RCA-00248,158,1,False
RCA-00249,155,1,False
RCA-00250,130,1,False
RCA-00251,154,1,False
RCA-00252,131,1,False
RCA-00253,159,1,False
RCA-00254,180,1,False
RCA-00255,153,1,False
RCA-00256,156,1,False
RCA-00257,159,1,False
RCA-00258,131,1,False
RCA-00259,158,1,False
RCA-00260,131,1,False
RCA-00261,165,1,False
RCA-00262,130,1,False
RCA-00263,157,1,False
RCA-00264,153,1,False
RCA-00265,171,1,False
RCA-00266,153,1,False
RCA-00267,164,1,False
RCA-00268,133,1,False
RCA-00269,157,1,False
RCA-00270,165,1,False
RCA-00271,155,1,False
RCA-00272,129,1,False
RCA-00273,134,1,False
RCA-00274,159,1,False
RCA-00275,158,1,False
RCA-00276,164,1,False
RCA-00277,157,1,False
RCA-00278,158,1,False
RCA-00279,137,1,False
RCA-00280,131,1,False
RCA-00281,155,1,False
RCA-00282,157,1,False
RCA-00283,162,1,False
RCA-00284,160,1,False
RCA-00285,174,1,False
RCA-00286,131,1,False
RCA-00287,123,1,False
RCA-00288,157,1,False
RCA-00289,168,1,False
RCA-00290,154,1,False
RCA-00291,156,1,False
RCA-00292,162,1,False
RCA-00293,137,1,False
RCA-00294,165,1,False
RCA-00295,130,1,False
RCA-00296,161,1,False
RCA-00297,139,1,False
RCA-00298,128,1,False
RCA-00299,130,1,False
RCA-00300,140,1,False
RCA-00301,160,1,False
RCA-00302,137,1,False
RCA-00303,129,1,False
RCA-00304,130,1,False
RCA-00305,158,1,False
RCA-00306,131,1,False
RCA-00307,131,1,False
RCA-00308,156,1,False
RCA-00309,164,1,False
RCA-00310,163,1,False
RCA-00311,156,1,False
RCA-00312,128,1,False
RCA-00313,150,1,False
RCA-00314,130,1,False
RCA-00315,152,1,False
RCA-00316,154,1,False
RCA-00317,154,1,False
RCA-00318,130,1,False
RCA-00319,127,1,False
RCA-00320,169,1,False
RCA-00321,154,1,False
RCA-00322,165,1,False
RCA-00323,135,1,False
RCA-00324,129,1,False
RCA-00325,130,1,False
RCA-00326,130,1,False
RCA-00327,157,1,False
RCA-00328,128,1,False
RCA-00329,127,1,False
RCA-00330,127,1,False
RCA-00331,155,1,False
RCA-00332,124,1,False
RCA-00333,164,1,False
RCA-00334,125,1,False
RCA-00335,166,1,False
RCA-00336,162,1,False
RCA-00337,173,1,False
RCA-00338,157,1,False
RCA-00339,158,1,False
RCA-00340,156,1,False
RCA-00341,132,1,False
RCA-00342,152,1,False
RCA-00343,128,1,False
RCA-00344,168,1,False
RCA-00345,180,1,False
RCA-00346,167,1,False
RCA-00347,156,1,False
RCA-00348,131,1,False
RCA-00349,157,1,False
RCA-00350,157,1,False
RCA-00351,168,1,False
RCA-00352,165,1,False
RCA-00353,174,1,False
RCA-00354,160,1,False
RCA-00355,157,1,False
RCA-00356,156,1,False
RCA-00357,161,1,False
RCA-00358,161,1,False
RCA-00359,130,1,False
RCA-00360,178,1,False
RCA-00361,121,1,False
RCA-00362,130,1,False
RCA-00363,153,1,False
RCA-00364,127,1,False
RCA-00365,159,1,False
RCA-00366,166,1,False
RCA-00367,128,1,False
RCA-00368,128,1,False
RCA-00369,156,1,False
RCA-00370,169,1,False
RCA-00371,158,1,False
RCA-00372,133,1,False
RCA-00373,129,1,False
RCA-00374,138,1,False
RCA-00375,157,1,False
RCA-00376,131,1,False
RCA-00377,134,1,False
RCA-00378,126,1,False
RCA-00379,130,1,False
RCA-00380,157,1,False
RCA-00381,163,1,False
RCA-00382,160,1,False
RCA-00383,131,1,False
RCA-00384,130,1,False
RCA-00385,154,1,False
RCA-00386,169,1,False
RCA-00387,129,1,False
RCA-00388,156,1,False
RCA-00389,159,1,False
RCA-00390,128,1,False
RCA-00391,156,1,False
RCA-00392,177,1,False
RCA-00393,156,1,False
RCA-00394,163,1,False
RCA-00395,133,1,False
RCA-00396,180,1,False
RCA-00397,170,1,False
RCA-00398,158,1,False
RCA-00399,128,1,False
RCA-00400,132,1,False
RCA-00401,127,1,False
RCA-00402,165,1,False
RCA-00403,131,1,False
RCA-00404,155,1,False
RCA-00405,158,1,False
RCA-00406,132,1,False
RCA-00407,168,1,False
RCA-00408,172,1,False
RCA-00409,134,1,False
RCA-00410,129,1,False
RCA-00411,156,1,False
RCA-00412,127,1,False
RCA-00413,159,1,False
RCA-00414,123,1,False
RCA-00415,129,1,False
RCA-00416,128,1,False
RCA-00417,129,1,False
RCA-00418,154,1,False
RCA-00419,153,1,False
RCA-00420,169,1,False
RCA-00421,126,1,False
RCA-00422,133,1,False
RCA-00423,132,1,False
RCA-00424,157,1,False
RCA-00425,157,1,False
RCA-00426,126,1,False
RCA-00427,130,1,False
RCA-00428,153,1,False
RCA-00429,130,1,False
RCA-00430,157,1,False
RCA-00431,130,1,False
RCA-00432,130,1,False
RCA-00433,156,1,False
RCA-00434,166,1,False
RCA-00435,134,1,False
RCA-00436,130,1,False
RCA-00437,129,1,False
RCA-00438,133,1,False
RCA-00439,130,1,False
RCA-00440,157,1,False
RCA-00441,157,1,False
RCA-00442,164,1,False
RCA-00443,162,1,False
RCA-00444,158,1,False
RCA-00445,157,1,False
RCA-00446,139,1,False
RCA-00447,153,1,False
RCA-00448,176,1,False
RCA-00449,176,1,False
RCA-00450,157,1,False
RCA-00451,157,1,False
RCA-00452,157,1,False
RCA-00453,157,1,False
RCA-00454,174,1,False
RCA-00455,153,1,False
RCA-00456,164,1,False
RCA-00457,174,1,False
RCA-00458,155,1,False
RCA-00459,166,1,False
RCA-00460,127,1,False
RCA-00461,126,1,False
RCA-00462,137,1,False
RCA-00463,135,1,False
RCA-00464,169,1,False
RCA-00465,126,1,False
RCA-00466,132,1,False
RCA-00467,131,1,False
RCA-00468,174,1,False
RCA-00469,165,1,False
RCA-00470,130,1,False
RCA-00471,127,1,False
RCA-00472,157,1,False
RCA-00473,130,1,False
RCA-00474,153,1,False
RCA-00475,153,1,False
RCA-00476,162,1,False
RCA-00477,138,1,False
RCA-00478,159,1,False
RCA-00479,128,1,False
RCA-00480,155,1,False
RCA-00481,131,1,False
RCA-00482,129,1,False
RCA-00483,171,1,False
RCA-00484,131,1,False
RCA-00485,169,1,False
RCA-00486,129,1,False
RCA-00487,129,1,False
RCA-00488,160,1,False
RCA-00489,166,1,False
RCA-00490,130,1,False
RCA-00491,151,1,False
RCA-00492,154,1,False
RCA-00493,127,1,False
RCA-00494,128,1,False
RCA-00495,163,1,False
RCA-00496,133,1,False
RCA-00497,160,1,False
RCA-00498,129,1,False
RCA-00499,132,1,False
RCA-00500,127,1,False
RCA-00501,132,1,False
RCA-00502,180,1,False
RCA-00503,154,1,False
RCA-00504,162,1,False
RCA-00505,154,1,False
RCA-00506,131,1,False
RCA-00507,156,1,False
RCA-00508,157,1,False
RCA-00509,130,1,False
RCA-00510,156,1,False
RCA-00511,154,1,False
RCA-00512,135,1,False
RCA-00513,154,1,False
RCA-00514,165,1,False
RCA-00515,160,1,False
RCA-00516,131,1,False
RCA-00517,131,1,False
RCA-00518,129,1,False
RCA-00519,158,1,False
RCA-00520,130,1,False
RCA-00521,136,1,False
RCA-00522,157,1,False
RCA-00523,177,1,False
RCA-00524,151,1,False
RCA-00525,148,1,False
RCA-00526,182,1,False
RCA-00527,159,1,False
RCA-00528,163,1,False
RCA-00529,130,1,False
RCA-00530,131,1,False
RCA-00531,156,1,False
RCA-00532,133,1,False
RCA-00533,160,1,False
RCA-00534,131,1,False
RCA-00535,158,1,False
RCA-00536,154,1,False
RCA-00537,154,1,False
RCA-00538,131,1,False
RCA-00539,162,1,False
RCA-00540,157,1,False
RCA-00541,161,1,False
RCA-00542,158,1,False
RCA-00543,129,1,False
RCA-00544,171,1,False
RCA-00545,133,1,False
RCA-00546,153,1,False
RCA-00547,129,1,False
RCA-00548,165,1,False
RCA-00549,162,1,False
RCA-00550,154,1,False
RCA-00551,157,1,False
RCA-00552,134,1,False
RCA-00553,130,1,False
RCA-00554,129,1,False
RCA-00555,131,1,False
RCA-00556,159,1,False
RCA-00557,128,1,False
RCA-00558,161,1,False
RCA-00559,173,1,False
RCA-00560,154,1,False
RCA-00561,129,1,False
RCA-00562,174,1,False
RCA-00563,127,1,False
RCA-00564,158,1,False
RCA-00565,162,1,False
RCA-00566,153,1,False
RCA-00567,182,1,False
RCA-00568,157,1,False
RCA-00569,153,1,False
RCA-00570,134,1,False
RCA-00571,134,1,False
RCA-00572,127,1,False
RCA-00573,162,1,False
RCA-00574,157,1,False
RCA-00575,161,1,False
RCA-00576,156,1,False
RCA-00577,146,1,False
RCA-00578,156,1,False
RCA-00579,155,1,False
RCA-00580,131,1,False
RCA-00581,156,1,False
RCA-00582,153,1,False
RCA-00583,129,1,False
RCA-00584,182,1,False
RCA-00585,128,1,False
RCA-00586,158,1,False
RCA-00587,151,1,False
RCA-00588,165,1,False
RCA-00589,152,1,False
RCA-00590,153,1,False
RCA-00591,158,1,False
RCA-00592,133,1,False
RCA-00593,129,1,False
RCA-00594,155,1,False
RCA-00595,154,1,False
RCA-00596,170,1,False
RCA-00597,132,1,False
RCA-00598,127,1,False
RCA-00599,158,1,False
RCA-00600,132,1,False
RCA-00601,131,1,False
RCA-00602,160,1,False
RCA-00603,128,1,False
RCA-00604,156,1,False
RCA-00605,159,1,False
RCA-00606,131,1,False
RCA-00607,132,1,False
RCA-00608,161,1,False
RCA-00609,156,1,False
RCA-00610,134,1,False
RCA-00611,155,1,False
RCA-00612,164,1,False
RCA-00613,178,1,False
RCA-00614,137,1,False
RCA-00615,152,1,False
RCA-00616,160,1,False
RCA-00617,163,1,False
RCA-00618,157,1,False
RCA-00619,160,1,False
RCA-00620,156,1,False
RCA-00621,182,1,False
RCA-00622,130,1,False
RCA-00623,131,1,False
RCA-00624,164,1,False
RCA-00625,165,1,False
RCA-00626,159,1,False
RCA-00627,152,1,False
RCA-00628,154,1,False
RCA-00629,126,1,False
RCA-00630,164,1,False
RCA-00631,178,1,False
RCA-00632,162,1,False
RCA-00633,163,1,False
RCA-00634,133,1,False
RCA-00635,154,1,False
RCA-00636,157,1,False
RCA-00637,158,1,False
RCA-00638,167,1,False
RCA-00639,153,1,False
RCA-00640,155,1,False
RCA-00641,155,1,False
RCA-00642,130,1,False
RCA-00643,128,1,False
RCA-00644,130,1,False
RCA-00645,128,1,False
RCA-00646,133,1,False
RCA-00647,156,1,False
RCA-00648,129,1,False
RCA-00649,157,1,False
RCA-00650,163,1,False
RCA-00651,161,1,False
RCA-00652,152,1,False
RCA-00653,130,1,False
RCA-00654,127,1,False
RCA-00655,131,1,False
RCA-00656,161,1,False
RCA-00657,157,1,False
RCA-00658,154,1,False
RCA-00659,153,1,False
RCA-00660,189,1,False
RCA-00661,131,1,False
RCA-00662,153,1,False
RCA-00663,134,1,False
RCA-00664,153,1,False
RCA-00665,158,1,False
RCA-00666,133,1,False
RCA-00667,132,1,False
RCA-00668,170,1,False
RCA-00669,128,1,False
RCA-00670,158,1,False
RCA-00671,163,1,False
RCA-00672,130,1,False
RCA-00673,129,1,False
RCA-00674,131,1,False
RCA-00675,160,1,False
RCA-00676,151,1,False
RCA-00677,174,1,False
RCA-00678,160,1,False
RCA-00679,159,1,False
RCA-00680,158,1,False
RCA-00681,156,1,False
RCA-00682,133,1,False
RCA-00683,158,1,False
RCA-00684,182,1,False
RCA-00685,127,1,False
RCA-00686,174,1,False
RCA-00687,172,1,False
RCA-00688,166,1,False
RCA-00689,157,1,False
RCA-00690,156,1,False
RCA-00691,135,1,False
RCA-00692,158,1,False
RCA-00693,128,1,False
RCA-00694,127,1,False
RCA-00695,158,1,False
RCA-00696,152,1,False
RCA-00697,130,1,False
RCA-00698,126,1,False
RCA-00699,128,1,False
RCA-00700,174,1,False
RCA-00701,160,1,False
RCA-00702,187,1,False
RCA-00703,131,1,False
RCA-00704,153,1,False
RCA-00705,129,1,False
RCA-00706,166,1,False
RCA-00707,164,1,False
RCA-00708,127,1,False
RCA-00709,162,1,False
RCA-00710,160,1,False
RCA-00711,131,1,False
RCA-00712,156,1,False
RCA-00713,165,1,False
RCA-00714,168,1,False
RCA-00715,171,1,False
RCA-00716,172,1,False
RCA-00717,161,1,False
RCA-00718,127,1,False
RCA-00719,156,1,False
RCA-00720,160,1,False
RCA-00721,159,1,False
RCA-00722,177,1,False
RCA-00723,157,1,False
RCA-00724,130,1,False
RCA-00725,129,1,False
RCA-00726,156,1,False
RCA-00727,126,1,False
RCA-00728,164,1,False
RCA-00729,177,1,False
RCA-00730,131,1,False
RCA-00731,159,1,False
RCA-00732,130,1,False
RCA-00733,152,1,False
RCA-00734,129,1,False
RCA-00735,159,1,False
RCA-00736,186,1,False
RCA-00737,151,1,False
RCA-00738,162,1,False
RCA-00739,159,1,False
RCA-00740,135,1,False
RCA-00741,127,1,False
RCA-00742,129,1,False
RCA-00743,152,1,False
RCA-00744,124,1,False
RCA-00745,161,1,False
RCA-00746,156,1,False
RCA-00747,168,1,False
RCA-00748,157,1,False
RCA-00749,148,1,False
RCA-00750,134,1,False
RCA-00751,156,1,False
RCA-00752,159,1,False
RCA-00753,156,1,False
RCA-00754,158,1,False
RCA-00755,160,1,False
RCA-00756,136,1,False
RCA-00757,154,1,False
RCA-00758,154,1,False
RCA-00759,130,1,False
RCA-00760,154,1,False
RCA-00761,123,1,False
RCA-00762,156,1,False
RCA-00763,165,1,False
RCA-00764,157,1,False
RCA-00765,177,1,False
RCA-00766,154,1,False
RCA-00767,161,1,False
RCA-00768,128,1,False
RCA-00769,163,1,False
RCA-00770,125,1,False
RCA-00771,156,1,False
RCA-00772,150,1,False
RCA-00773,174,1,False
RCA-00774,163,1,False
RCA-00775,169,1,False
RCA-00776,169,1,False
RCA-00777,155,1,False
RCA-00778,130,1,False
RCA-00779,126,1,False
RCA-00780,184,1,False
RCA-00781,163,1,False
RCA-00782,129,1,False
RCA-00783,161,1,False
RCA-00784,132,1,False
RCA-00785,140,1,False
RCA-00786,162,1,False
RCA-00787,170,1,False
RCA-00788,165,1,False
RCA-00789,153,1,False
RCA-00790,156,1,False
RCA-00791,131,1,False
RCA-00792,158,1,False
RCA-00793,162,1,False
RCA-00794,162,1,False
RCA-00795,165,1,False
RCA-00796,174,1,False
RCA-00797,167,1,False
RCA-00798,157,1,False
RCA-00799,154,1,False
RCA-00800,135,1,False
RCA-00801,130,1,False
RCA-00802,159,1,False
RCA-00803,157,1,False
RCA-00804,129,1,False
RCA-00805,161,1,False
RCA-00806,155,1,False
RCA-00807,158,1,False
RCA-00808,157,1,False
RCA-00809,161,1,False
RCA-00810,154,1,False
RCA-00811,129,1,False
RCA-00812,172,1,False
RCA-00813,158,1,False
RCA-00814,158,1,False
RCA-00815,159,1,False
RCA-00816,168,1,False
RCA-00817,161,1,False
RCA-00818,127,1,False
RCA-00819,164,1,False
RCA-00820,160,1,False
RCA-00821,126,1,False
RCA-00822,153,1,False
RCA-00823,156,1,False
RCA-00824,163,1,False
RCA-00825,166,1,False
RCA-00826,155,1,False
RCA-00827,132,1,False
RCA-00828,163,1,False
RCA-00829,157,1,False
RCA-00830,130,1,False
RCA-00831,157,1,False
RCA-00832,137,1,False
RCA-00833,161,1,False
RCA-00834,130,1,False
RCA-00835,154,1,False
RCA-00836,162,1,False
RCA-00837,129,1,False
RCA-00838,160,1,False
RCA-00839,132,1,False
RCA-00840,168,1,False
RCA-00841,164,1,False
RCA-00842,172,1,False
RCA-00843,131,1,False
RCA-00844,151,1,False
RCA-00845,131,1,False
RCA-00846,129,1,False
RCA-00847,156,1,False
RCA-00848,162,1,False
RCA-00849,123,1,False
RCA-00850,159,1,False
RCA-00851,153,1,False
RCA-00852,163,1,False
RCA-00853,159,1,False
RCA-00854,134,1,False
RCA-00855,188,1,False
RCA-00856,161,1,False
RCA-00857,163,1,False
RCA-00858,176,1,False
RCA-00859,127,1,False
RCA-00860,172,1,False
RCA-00861,165,1,False
RCA-00862,125,1,False
RCA-00863,163,1,False
RCA-00864,155,1,False
RCA-00865,157,1,False
RCA-00866,179,1,False
RCA-00867,133,1,False
RCA-00868,154,1,False
RCA-00869,179,1,False
RCA-00870,130,1,False
RCA-00871,163,1,False
RCA-00872,132,1,False
RCA-00873,146,1,False
RCA-00874,158,1,False
RCA-00875,162,1,False
RCA-00876,159,1,False
RCA-00877,133,1,False
RCA-00878,159,1,False
RCA-00879,129,1,False
RCA-00880,128,1,False
RCA-00881,153,1,False
RCA-00882,133,1,False
RCA-00883,131,1,False
RCA-00884,157,1,False
RCA-00885,176,1,False
RCA-00886,126,1,False
RCA-00887,160,1,False
RCA-00888,164,1,False
RCA-00889,163,1,False
RCA-00890,130,1,False
RCA-00891,166,1,False
RCA-00892,153,1,False
RCA-00893,163,1,False
RCA-00894,140,1,False
RCA-00895,162,1,False
RCA-00896,171,1,False
RCA-00897,127,1,False
RCA-00898,156,1,False
RCA-00899,155,1,False
RCA-00900,172,1,False
RCA-00901,160,1,False
RCA-00902,156,1,False
RCA-00903,130,1,False
RCA-00904,128,1,False
RCA-00905,172,1,False
RCA-00906,127,1,False
RCA-00907,158,1,False
RCA-00908,131,1,False
RCA-00909,153,1,False
RCA-00910,132,1,False
RCA-00911,134,1,False
RCA-00912,158,1,False
RCA-00913,170,1,False
RCA-00914,158,1,False
RCA-00915,129,1,False
RCA-00916,132,1,False
RCA-00917,133,1,False
RCA-00918,186,1,False
RCA-00919,128,1,False
RCA-00920,132,1,False
RCA-00921,158,1,False
RCA-00922,134,1,False
RCA-00923,130,1,False
RCA-00924,154,1,False
RCA-00925,128,1,False
RCA-00926,158,1,False
RCA-00927,129,1,False
RCA-00928,132,1,False
RCA-00929,132,1,False
RCA-00930,156,1,False
RCA-00931,130,1,False
RCA-00932,125,1,False
RCA-00933,154,1,False
RCA-00934,133,1,False
RCA-00935,151,1,False
RCA-00936,155,1,False
RCA-00937,152,1,False
RCA-00938,128,1,False
RCA-00939,162,1,False
RCA-00940,167,1,False
RCA-00941,159,1,False
RCA-00942,153,1,False
RCA-00943,150,1,False
RCA-00944,130,1,False
RCA-00945,131,1,False
RCA-00946,163,1,False
RCA-00947,159,1,False
RCA-00948,159,1,False
RCA-00949,129,1,False
RCA-00950,158,1,False
RCA-00951,129,1,False
RCA-00952,174,1,False
RCA-00953,133,1,False
RCA-00954,159,1,False
RCA-00955,129,1,False
RCA-00956,128,1,False
RCA-00957,131,1,False
RCA-00958,128,1,False
RCA-00959,158,1,False
RCA-00960,130,1,False
RCA-00961,152,1,False
RCA-00962,154,1,False
RCA-00963,156,1,False
RCA-00964,128,1,False
RCA-00965,156,1,False
RCA-00966,159,1,False
RCA-00967,159,1,False
RCA-00968,130,1,False
RCA-00969,162,1,False
RCA-00970,128,1,False
RCA-00971,157,1,False
RCA-00972,158,1,False
RCA-00973,166,1,False
RCA-00974,124,1,False
RCA-00975,155,1,False
RCA-00976,176,1,False
RCA-00977,170,1,False
RCA-00978,130,1,False
RCA-00979,158,1,False
RCA-00980,134,1,False
RCA-00981,157,1,False
RCA-00982,151,1,False
RCA-00983,161,1,False
RCA-00984,131,1,False
RCA-00985,157,1,False
RCA-00986,130,1,False
RCA-00987,159,1,False
RCA-00988,159,1,False
RCA-00989,161,1,False
RCA-00990,130,1,False
RCA-00991,160,1,False
RCA-00992,134,1,False
RCA-00993,128,1,False
RCA-00994,157,1,False
RCA-00995,130,1,False
RCA-00996,127,1,False
RCA-00997,135,1,False
RCA-00998,154,1,False
RCA-00999,150,1,False
RCA-01000,181,1,False
RCA-01001,162,1,False
RCA-01002,158,1,False
RCA-01003,129,1,False
RCA-01004,131,1,False
RCA-01005,129,1,False
RCA-01006,131,1,False
RCA-01007,128,1,False
RCA-01008,127,1,False
RCA-01009,161,1,False
RCA-01010,130,1,False
RCA-01011,156,1,False
RCA-01012,133,1,False
RCA-01013,157,1,False
RCA-01014,158,1,False
RCA-01015,157,1,False
RCA-01016,155,1,False
RCA-01017,153,1,False
RCA-01018,154,1,False
RCA-01019,130,1,False
RCA-01020,135,1,False
RCA-01021,157,1,False
RCA-01022,130,1,False
RCA-01023,153,1,False
RCA-01024,165,1,False
RCA-01025,128,1,False
RCA-01026,160,1,False
RCA-01027,153,1,False
RCA-01028,135,1,False
RCA-01029,167,1,False
RCA-01030,158,1,False
RCA-01031,155,1,False
RCA-01032,154,1,False
RCA-01033,125,1,False
RCA-01034,156,1,False
RCA-01035,157,1,False
RCA-01036,135,1,False
RCA-01037,166,1,False
RCA-01038,157,1,False
RCA-01039,165,1,False
RCA-01040,129,1,False
RCA-01041,162,1,False
RCA-01042,154,1,False
RCA-01043,123,1,False
RCA-01044,172,1,False
RCA-01045,124,1,False
RCA-01046,174,1,False
RCA-01047,154,1,False
RCA-01048,150,1,False
RCA-01049,130,1,False
RCA-01050,158,1,False
RCA-01051,166,1,False
RCA-01052,156,1,False
RCA-01053,163,1,False
RCA-01054,128,1,False
RCA-01055,126,1,False
RCA-01056,129,1,False
RCA-01057,154,1,False
RCA-01058,132,1,False
RCA-01059,161,1,False
RCA-01060,172,1,False
RCA-01061,124,1,False
RCA-01062,127,1,False
RCA-01063,152,1,False
RCA-01064,129,1,False
RCA-01065,177,1,False
RCA-01066,155,1,False
RCA-01067,138,1,False
RCA-01068,174,1,False
RCA-01069,158,1,False
RCA-01070,132,1,False
RCA-01071,161,1,False
RCA-01072,156,1,False
RCA-01073,131,1,False
